day,temperature
154,0.7387767394559017
155,0.7312000035714185
156,0.7235551319846876
157,0.7158443776744544
158,0.7080700130354066
159,0.7002343292084872
160,0.692339635405685
161,0.6843882582295003
162,0.6763825409872833
163,0.668324843000651
164,0.6602175389101841
165,0.646639396548051
166,0.6438636833716789
167,0.6356219514799307
168,0.6273402511765841
169,0.6190210231167308
170,0.6106667190150648
171,0.602279800923351
172,0.5938627405048462
173,0.5854180183058896
174,0.5769481230248744
175,0.5684555507788159
176,0.5599428043677355
177,0.5514123925370737
178,0.5428668292383512
179,0.5343086328882956
180,0.5257403256266531
181,0.5171644325729017
182,0.5085834810820871
183,0.5000000000000001
184,0.49141651891791316
185,0.48283556742709854
186,0.47425967437334715
187,0.4656913671117047
188,0.45713317076164905
189,0.44858760746292653
190,0.4400571956322648
191,0.4240986213365815
192,0.4230518769751258
193,0.4145819816941105
194,0.406137259495154
195,0.3977201990766491
196,0.3893332809849352
197,0.3809789768832693
198,0.3726597488234159
199,0.3643780485200693
200,0.35613631662832124
201,0.3479369820243892
202,0.3397824610898163
203,0.3316751569993495
204,0.32361745901271716
205,0.3156117417705001
206,0.3076603645943153
207,0.2997656707915133
208,0.2919299869645938
209,0.28415562232554586
210,0.2764448680153129
211,0.26879999642858177
212,0.2612232605440985
213,0.25371689326070557
214,0.24628310673929482
215,0.2384164705997241
216,0.23164201703094023
217,0.2244390286403354
218,0.21731724933280025
219,0.21027877792938518
220,0.20332568869991932
221,0.1964600307517127
222,0.18968382742567552
223,0.18299907570003074
224,0.17640774560179429
225,0.16991177962619985
226,0.163513092164237
227,0.15721356893847005
228,0.15101506644730808
229,0.14491941141788628
230,0.14600605667964825
231,0.13304379857529477
232,0.12726734055973826
233,0.1197906016354281
234,0.11604563258186798
235,0.11060368970840226
236,0.10527650371488731
237,0.1000656445474874
238,0.09497264787031681
239,0.08999901461287232
240,0.08514621052770385
241,0.08041566575844916
242,0.07744308562097607
243,0.07132689417947519
244,0.0669713458724569
245,0.06274341309738818
246,0.058644341845463854
247,0.05467534013179626
248,0.05083757763940816
249,0.04713218537452113
250,0.04356025533324315
251,0.04012284017975232
252,0.036820952936071905
253,0.03365556668352815
254,0.03062761427597832
255,0.027737988064895636
256,0.0249875396363875
257,0.02237707956023005
258,0.01990737715098978
259,0.01757916024130235
260,0.015393114967377386
261,0.013349885566791175
262,0.011450074188626314
263,0.009694240716015823
264,0.008082902601143471
265,0.006616534712747646
266,0.005295569196175298
267,0.00412039534602765
268,0.003091359491432244
269,0.0022087648939786986
270,0.001472871658345809
271,0.0008838966556478645
272,0.0004420134595216063
273,0.000147352294973091
274,0.0
275,0.0
276,0.000147352294973091
277,0.0004420134595216063
278,0.0008838966556478645
279,0.001472871658345809
280,0.0022087648939786986
281,0.003091359491432244
282,0.00412039534602765
283,0.005295569196175298
284,0.006616534712747646
285,0.008082902601143471
286,0.009694240716015823
287,0.011450074188626258
288,0.01334988556679112
289,0.015393114967377386
290,0.01757916024130235
291,0.01990737715098978
292,0.02237707956022994
293,0.02498753963638739
294,0.027737988064895636
295,0.03062761427597832
296,0.03365556668352809
297,0.03682095293607185
298,0.04012284017975226
299,0.043560255333243036
300,0.047132185374521074
301,0.050837577639408105
302,0.054675340131796146
303,0.0586443418454638
304,0.06274341309738807
305,0.06697134587245684
306,0.07132689417947513
307,0.0758087744183652
308,0.0804156657584491
309,0.0851462105277038
310,0.08999901461287219
311,0.09497264787031667
312,0.10006564454748734
313,0.10527650371488714
314,0.11060368970840215
315,0.11604563258186787
316,0.12160072856974163
317,0.12726734055973818
318,0.1330437985752947
319,0.13892840026772024
320,0.14491941141788633
321,0.15101506644730808
322,0.15721356893846994
323,0.16351309216423687
324,0.16991177962619974
325,0.176407745601794
326,0.1829990757000304
327,0.18968382742567558
328,0.20377801873223733
329,0.20332568869991918
330,0.21027877792938504
331,0.2173172493327999
332,0.20505420094055826
333,0.23164201703094023
334,0.23892409175087473
335,0.24628310673929465
336,0.25371689326070535
337,0.26122326054409833
338,0.2687999964285814
339,0.27644486801531293
340,0.2841556223255459
341,0.29192998696459366
342,0.2997656707915131
343,0.3076603645943151
344,0.3140878424195504
345,0.32361745901271677
346,0.3316751569993496
347,0.33978246108981613
348,0.34793698202438905
349,0.35613631662832085
350,0.3643780485200689
351,0.3726597488234159
352,0.3809789768832692
353,0.389333280984935
354,0.3977201990766489
355,0.40613725949515367
356,0.3985353095326409
357,0.4230518769751258
358,0.43154444922118435
359,0.44005719563226464
360,0.44858760746292636
361,0.45713317076164883
362,0.46569136711170434
363,0.4742596743733472
364,0.48283556742709854
365,0.49141651891791294
366,0.4999999999999999
